Name,Brand,Price,Discount,Image_Link,Rating,Number of Ratings,Reviews,Current Views,Description
Sofia Ripped Straight Leg Jeans,Sofia Ripped Straight Leg Jeans,$45.00,50%,https://n.nordstrommedia.com/id/sr3/cf3ca331-6f57-4f79-af64-cd37b8ecf76b.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.3 out of 5,(7),"[['Wrong size', 'Jeans are nice and good quality. They are not stretch and do not fit me. I already exchanged them like 3 times and I keep receiving same size', '16'], ['Wanted to love but I just cant', 'As they look very cute they do not stretch. I got a 30 and I love my jeans loose fitting but these just didn’t button and they are hard. My belly isn’t even big but the measurements just didn’t fit my curvy shape. I do like the DAZE sorry jeans. They fit and feel great!', '48'], ['Perfect fit!', 'I really like these jean only think I would of liked would of been for them to be tighter in my thighs. But honestly it works lose confortable fit they work perfect with simple white tee and some high top converse. Recommend size is the right size. I’m 5’3 and the Length of the jeans are perfect.', '64'], ['weird fit', 'I really wanted to love these. I got the 30W which would fit a size 6-8, and I don’t know what happened, it was way too loose and the bottom was flared. I have a hard time fitting into Topshop jeans, where a 6-8 won’t fit because it is too small and then 8-10 is too loose. It really sucks :(', '48'], ['Size up!!', 'I would size up I got a 25 thinking they’d stretch a little but I couldn’t get them on', '64']]",7 people are viewing,"Make an easy, casual-cool statement in these faded high-waist jeans finished with strategic rips and edgy undone hems."
Hoxton Crop Skinny Jeans,Hoxton Crop Skinny Jeans,$99.90,52%,https://n.nordstrommedia.com/id/sr3/4de481d5-ef10-4dd5-833f-f275d4355364.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.6 out of 5,(7),"[['Paige jeans', 'Love these jeans, they are soft and have just right amount of stretch! I also love the hem a bit distressed look. I am 5.3 and 150 lbs ordered a 29 fits perfect.', '80'], ['Great jeans, run a bit large', ""Some of the best jeans I've purchased! I'm giving 4 stars because I personally think they run a little large. I even washed and put in the dryer, hoping that would solve my problem but sadly, they're still a little large so I had to send back"", '64'], ['amazing material', 'Amazing material and fit fine for my large hips but the waist isn’t too high and made it difficult to button at my actual waist', '64'], ['Not typical', 'Love the color and softness of these jeans. They are larger in the waist then usual for this brand. They stretch toooooo much! I can’t keep them up. I’m trying a size smaller.', '48'], ['Cute crops', 'Love how soft these are! As another reviewer said, I caught my heel in the torn hem the first time I put them on, but it’s not a problem now that I know to be careful slipping them on. I wear Paige jeans almost exclusively, and these are true to size. They don’t make my butt look flat and they don’t stretch out much after several wears.', '80']]",6 people are viewing,"A light, whiskered wash gives these high-waist skinnies cut from soft stretch denim a lived-in, vintage-inspired look."
Cindy High Waist Destroyed Hem Straight Leg Jeans,Cindy High Waist Destroyed Hem Straight Leg Jeans,$219.00,,https://n.nordstrommedia.com/id/sr3/dc25db6e-3bc1-41df-a6c1-c1072345ec53.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.7 out of 5,(36),"[['Love these jeans!', 'I love everything about these jeans! The color, the fit, the length, and the feel. I\'m 5\'7"" and a size 26 which is what I ordered these in and they fit like a glove. They\'re a perfect, casual jean.', '80'], ['Stylish and so comfortable', 'These are my first postpartum jean purchase and I couldn’t be happier! Wore them for brunch and got a number of compliments. I love the high waist, wash and destroyed hem. Seem like they’ll be easy to dress up as well.', '80'], ['New favorite brand', 'Such cute jeans! A bit longer than in the photo if your around 5’3 but I personally love the length.', '80'], ['Cute Jeans', 'Love the style and fit. Great pair of jeans to wear when you want just a bit of style to go with just a t-shirt!', '80'], ['Sexy jeans!', ""Yes!! I'm 5'4 and they're perfect! No hemming. 26 is fantastic! Great fit, color and fun ripped hem for casual look. Different from ripped knees. Still casual and chic! Love Paige"", '80']]",11 people are viewing,"Chewed hems amp up the vintage vibes of these high-waisted stretch-denim jeans featuring 3D whiskers, minor abrasions and hand sanding through the thighs."
Ab-Solution Raw Hem Ankle Skinny Jeans,Ab-Solution Raw Hem Ankle Skinny Jeans,$34.00,50%,https://n.nordstrommedia.com/id/sr3/0ee6dd84-3360-42d0-9ca4-b6fc7e06faeb.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(50),"[['Love these!', ""I've purchased Wit & Wisdom Ab-Solution in 6P in colored skinny jeans in the past. This is my first pair in the denim color. They fit like my previous purchases and are comfortable and stylish. As petites know, it's hard to find well-made, attractive styles in petite sizing. Love them!"", '80'], ['The Perfect Fit', 'These jeans are very comfortable and have a great fit. I did order a size down as recommended and I was glad that I did. It has a slimming effect for the tummy area. I always like to try on jeans to make sure they will fit but I took a chance and ordered these online and I’m glad that I did.', '80'], ['very comfortable', 'I ordered 00p and it fits perfectly. For reference I am 95-98lbs and around 5’1”. I did ordered one size down and with this brand I tend to order a whole size down and it fits perfectly.', '80'], ['Normal size fit well', 'I’m 5’3 and have a hard time finding petite jeans that are in stock on a regular basis. I discovered wit and wisdom a few years ago via the Nordstrom anniversary sale and the fit was perfect and the price was more than reasonable. I figured I’d play it safe and go with my regular size be sizing down like the suggestions. I have bigger thighs and calves and found my normal size was perfect for that, but the waist does feel just a tiny bit more loose than other pairs I own in this brand. If you have thinner thighs I feel like sizing down is probably right, but I think if I would’ve sized down these would’ve felt tight throughout my leg. My one complaint is that these smell awful.. they have a very chemically smell to them and I had this same issue the last pair I ordered. One of my original pairs is fine but even after multiple washes the last pair I got still has a faint chemical smell... hoping the smell comes out of these.', '64'], ['darker that picture portrays', 'These fit well, but they are much darker in color than the picture portrays. The raw hemline is also very messy. I will have to trim it. It doesn’t look anything like the picture!', '48']]",26 people are viewing,"Raw-hem skinnies are cut to flatter with Ab-solution power mesh panels to shape, smooth and lift in all the right places."
Good Legs High Waist Crop Skinny Jeans,Good Legs High Waist Crop Skinny Jeans,$155.00,,https://n.nordstrommedia.com/id/sr3/d0697654-9e2b-41be-9183-52ddc1f69279.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(33),"[['Amazing fit!', 'These jeans are so comfortable and fit so well! I have a big butt and a bit of a tummy from having my baby, but there is no gapping in the back and they definitely suck me in without being uncomfortable. They have a nice stretch, these are my new faves and I’ll be ordering more soon. The only downside is I am short (5’3”) so they go down to my ankles, but I just cuffed them and they still look cute!', '80'], ['WORTH EVERY PENNY!!!', 'I haven’t really invested in a good pair of jeans in such a long time. Heard the obvious hype on good American, just thought it was another famous person making a expensive product that Ends up being junk!! BUT GIRLLLL... these jeans are heaven, they give and tighten in the right area that make your body look BOMB! My new favorite jeans hands down tops all the (Hudson’s, sevens, article of society, top shop, Levi) they are a must have!', '80'], ['Perfect jeans', 'I am short, 5\'3"" and very curvy. Big butt and big boobs , and I have the hardest time buying jeans. I got the size 14 and they fit like a glove! No bunching in the waist , slimming along legs , perfect amount of stretch, and very soft material. Also, not too long at all, length is great ! I hate jeans and I\'m not a jeans person at all, but these omg ..... LOVE!', '80'], ['Love the fit!', 'I bought these jeans on sale and the smallest size was 8 and I wasn’t sure which size I am I this brand. Normally I am Madewell 8 and most jeans between 28 or closer to 29. They fit me perfect. My stomach is definitely not on the flat side so if you are flatter you could possibly size down since the material feels super soft and stretchy. I usually don’t like too much high Waist jeans. But these are the best high waist jeans I ever brought since they curve around the waist. Hopefully won’t stretch out too much.', '80'], ['stretchy and comfy', 'I have no booty and these jeans made my flat booty look decent thanks to lighter shading on the butt cheek area', '80']]",15 people are viewing,"Crafted with a gap-proof contoured waistband and ultra-high rise, these cropped skinnies are designed to flatter every curve."
Le Garcon Crop Boyfriend Jeans,Le Garcon Crop Boyfriend Jeans,$220.00,,https://n.nordstrommedia.com/id/sr3/627212cb-7767-4d62-93ee-1c0b2b66daff.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(31),"[['My ideal boyfriend jeans', ""My favorite jeans, soft and crop style. the length is perfect for me, i'm 5'5. It runs large because of boyfriend style, I usually wear size 25, this one I ordered size 24, which fits me well."", '80'], ['TRUE to size for the STYLE', 'I size 26 in most brands and bought a 26. Yes it is loose. That is the idea of this style. For the sizing: ask yourself what is the look you are chasing. Check out the stock photo attached from Frame. This is the look I wanted and I got it by sticking to my regular size. Jeans did not stretch further because it it already loose. The fabric is very soft and reminds me of the soft denim R13 uses. Beautiful, somewhat lighter weight. Color true to photo stock, maybe slightly darker.', '80'], ['They run large and stretch', 'These jeans run on the large side and it is hard to know which size is the most suitable because they also stretch a lot once you wear them. having said that, I ordered them in both 29 and 28. I kept the 28 and wore them, and I could have sized down to 27 but too late now. I will wear them with a belt. Since I am very short they fit me as a regular length jean which is perfect for me since I feel that capri length is not flattering on me. I am glad I paid a discounted price. the fabric is very soft.', '48'], ['New favorite crop', ""My new favorite crop jeans! I tried these on in the store and loved them, but wasn't sure about the price. I thought about it over night and decided to go ahead and get them. To my happy surprise they were on an online limited time special so I was able to purchase them for 40% off! Score! This is my first pair of Frame jeans and I love the way they fit and flatter. I agree with those who say they run large. I have a hourglass shape so sometimes jeans can be challenging for me to find a good fit in the waist and hips. In other designer jean brands I wear a 28 or 29. These I purchased in a 27. Hello vanity sizing, but I'm not complaining."", '80'], ['Love love love', ""Lighter weight denim - great for summer. I'm going a bit away from skinny jeans - COVID has reminded me that style and comfort can be synonymous. These check the boxes on both."", '80']]",7 people are viewing,"Slimmed down for a tailored fit, these dark-wash jeans feature fading and light distressing to perfect that laid-back, had-'em-forever look."
Slim Straight Leg Ankle Jeans,Slim Straight Leg Ankle Jeans,$44.98,58%,https://n.nordstrommedia.com/id/sr3/472c4538-21c8-45e1-a097-b5301f453309.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.2 out of 5,(129),"[['Helps with the Covid diet!', 'I\'m new to the brand, so ordered a size up as recommended. At 143 lbs, I\'m rarely a size 2 anymore, but that\'s what I need in the gray and pink. I was expecting the ""mineral pigment"" to be a lilac shade (as it appears to me in the photo, but maybe on another computer it would look gray?) but I wasn\'t too unhappy with the gray. I\'ll probably keep both. I ordered the light beige shade recently and found them to be tighter/smaller.', '80'], ['good buy, nice fit', ""I really like the 360 curve for the fit, the quality of material. I have four pair of thes jeans. I'd love to et a pairinpink."", '80'], ['Best Jeans', 'I love these jeans! The slight stretch makes them some of the most comfortable I have ever worn. Perfect for summer at ankle length. The slit at the bottom also adds a fun design element to them.', '80'], ['Feminine and sexy!', 'I bought the pink, very beautiful and comfortable. Slightly large, I’m usually 6 in bottoms but the 4 fit very well.', '80'], ['Maybe ankle jeans for Andre the Giant', 'I am 5’4 and had to take off al least 3 1/2 inches. The ankle notch at the bottom is totally gone and it costs too much to add it back to the look after hemming', '32']]",23 people are viewing,"Thanks to innovative four-way-stretch denim that shapes from front to back, you're assured an exceptional fit that flatters every curve."
Good Legs High Rise Skinny Jeans,Good Legs High Rise Skinny Jeans,$149.00,,https://n.nordstrommedia.com/id/sr3/62f6ec12-0efd-4c70-a3f4-54e26b9609f6.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.7 out of 5,(162),"[['Unzipped!', 'I wanted to love these jeans because they are very comfortable. When the first pair arrived with a weird zipper issue, I exchanged it for another pair. Both pairs don’t have enough fabric to cover the zipper, and the silver button which is sewn on at an angle, rather than flat, contributes to the problem. Plus, the gold zipper juxtaposed against the silver button makes both look cheap. They are comfortable and flattering enough that I’ll give Good American a third chance, but these are going back.', '32'], ['Love them!', 'I bought these in the blue denim (appear to be sold out). They look and feel great. Just enough elasticity to give around the middle without taking away from the look. I am happy with my purchase as usually I am somewhat disappointed in my jeans purchases. They definitely run large. I usually wear a size 8 and size 6 fits perfectly.', '80'], ['Best Jeans Ever!', 'Perfect fit. Stretchy fabric. Really comfortable. I wear a 6 and bought a 4 and they fit great. Love them!', '80'], ['Disappointed', 'Hate zipper so much.', '16'], ['muffin top', 'I would have kept them. Super buttery and soft, but I had slight muffin top. Like if I ate a heavy meal I know I would have full blown muffin top. A bit disappointed', '48']]",12 people are viewing,
Jamie High Waist Ripped Skinny Jeans,Jamie High Waist Ripped Skinny Jeans,$75.00,,https://n.nordstrommedia.com/id/sr3/9ae7d6b4-4e8d-4ee7-aa0f-36d89ca02362.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.6 out of 5,(45),"[['Yes!', 'Topshop makes the best jeans for short, petite peeps. These jeans are so comfy! Very stretchy and fits me perfectly. I’m 5’1, 100lbs, and purchased the 26W x 28L. I love that they make petite length! I’m flat as a board, front to back, and these jeans give me a little butt. I’m happy there’s stretch to them and the knee hole is perfectly placed for my frame. It’s a true black! So hard to find black jeans. The only thing I don’t really like about TS jeans is that it collects lint REALLY easily. I’ve only tried on, haven’t worn it out for the day yet. But I’m sure it’s going to be really linty :( Sooo happy!', '80'], ['Different than picture', 'Love these! The holes in the knees fall a little lower than the knees, but maybe it\'s because I\'m only 5\'3""?', '80'], ['run small', 'They are comfy, but extremely small!!!', '48'], ['so comfortable', 'Love these jeans. They look and feel way more expensive than they were. I can wear them all day and even chance my kids in them. Would buy them again!', '80'], ['Stretchy like leggings, size up!', 'If you like jeans that feel like leggings that these are the jeans for you. the rips in the pants are at an awkward placement for my particular height (5\'4""), I saw this because when you bend your needs your knees completely go through the holes and you will inevitably make the tear larger than intended. However, if you don\'t mind the elastic feeling of these pants the hole placement then I would suggest these for you! When in doubt, size up. In levi\'s I fit a 29W, I tried these in a 29, 30, and 31 and the one that fit was the 31, the 30 technically fit but it was a BAD fit.', '64']]",17 people are viewing,These closet-staple cropped skinnies are ripped at the knees for a look that's edgy and flattering every time.
Butter High Waist Jeggings,Butter High Waist Jeggings,$39.00,,https://n.nordstrommedia.com/id/sr3/b6ab1a1d-248a-4f14-aa1c-77d1aad37fb9.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.2 out of 5,(24),"[['Nice look but do not last', 'I discovered this brand at a discount retailer and they quickly became my favorite jeans/jeggings. I agree that drying them definitely faded the black color fast, so don’t put em in the dryer. They also began pilling really bad where my upper thighs brush each other walking. They only lasted about 15 mo. before the pilling started. When I tried to anti-pill, it just created holes. I did buy this particular pair from Nordstrom and they do fit large, but I felt the rear pocket placement is inconsistent and not flattering. Bought 2 more pairs from my discount retailer on clearance, which is a fine price for a pant that only lasts 1.5 yrs, but wouldn’t buy em at full price.', '32'], ['Comfort and Style!', 'The material of the jeans were like butter even after washing them. I literally felt as if I had stretch pants on. The color black was rich, so comfortable, the material was super stretchy material, and just the right length. Dress up or down, wear a heel or a flat, Just buy them! They are the best pair of black jeans I have ever purchased!', '80'], ['so soft', 'These are so soft and stretchy! Perfect for work. I listened to the other reviews and sized down. I’m 5’3 and 122 pounds, usually a size 26 but got the 25. They looked tiny and are actually a little loose! So soft and comfy, great price. Get!', '80'], ['Looks nice', 'Very Pretty ............', '48'], ['Casual or dress them up.', 'Super stretchy and comfortable....been looking for a black stretch denim legging. Found them.', '80']]",7 people are viewing,"These soft jeggings with a high rise and clean, uncluttered styling are a pair you'll reach for again and again."
Straight up Ripped Ankle Skinny Jeans,Straight up Ripped Ankle Skinny Jeans,$79.00,,https://n.nordstrommedia.com/id/sr3/084b516d-fdd8-4ed7-9f44-221c7c8fda06.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.5 out of 5,(6),"[['Perfect fit', 'These pants were perfect. They have a lose fit but love the style. I am 5’3 so I did have a trim a bit off the bottom but still look cute. I have never heard of these jeans but for sure will buy more from this brand.', '80'], ['perfect straight jean', 'These are the perfect wash and fit! They are true to size. Only thing I don’t like about them is the crotch Seam is kind of short so if that bothers you or you have a long torso, order one size up.', '80'], ['GREAT jeans!', 'These jeans are amazing! They fit true to size. The rips are so cute and the fit of the jeans is relaxed', '80'], ['What a disappointment', 'The waist sizing is way too small and the calf area is way too loose... I would definitely not call these skinny jeans. They have more of a mom jean feel but the fitting is completely off.', '32'], ['The Best Casual Jeans', 'These are amazing! They are the perfect pair of casual distressed jeans. I find that they stretch out a bit as you wear them throughout the day but they look super cute both snug on your body and loose.', '80']]",3 people are viewing,Shredding at the knees and hems adds plenty of old-school appeal to these faded stretch-denim skinny jeans.
Perfect Summer High Rise Ankle Jeans,Perfect Summer High Rise Ankle Jeans,$98.00,,https://n.nordstrommedia.com/id/sr3/bfb80f79-ba1d-44e5-9d6b-c1c84af056f5.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.6 out of 5,(70),"[['great jeans', 'I love Madewell jeans. These are my favorite summer jeans. The fabric is a great color, and the weight is wonderful. The fit is good without being tight.', '80'], ['Cute but no stretch = tiny waist', ""These are very cute but because they are 100% cotton - no stretch - they may not fit as expected. I ordered my normal Madewell size that I have 5+ pairs of various cuts. The legs and butt on these fit great but I couldn't even try to button the waist! The other Madewell pair that arrived the same day with the same size, fit great. too bad - they'll have to go back"", '48'], ['cute, size up', 'Glad I read the reviews and sized up from my usual Madewell jean size. The bottom are a little looser than they appear in the photo; which makes them appear skinnier than they actually are. I’ve worn nothing but skinny jeans for years, so these are a welcome change and great for moderate spring/summer weather.', '64'], ['Runs very small in butt and thighs', 'In some ways, I love these. They are a great wash and they are softer than you might expect for this type of jean. However, they run really small (I would say go up two sizes) in the butt and thighs. Which makes it weird because the waist is too loose. I think I\'ll try the ""curvy"" version of these next time.', '48'], ['Not as faded, but what can you do', ""Nothing really special - also the color shown in the photographs is wildly different - is it faded denim? Is it almost bleached white? Well, the pair I got was rather faded, not that pale. Inconsistent per pair? I don't know. Nice to find 100% cotton denim, better for warmer weather."", '64']]",8 people are viewing,Accentuate your waist in retro-inspired high-rise jeans in a light blue wash with contrast stitching.
Ab-Solution Itty Bitty Bootcut Jeans,Ab-Solution Itty Bitty Bootcut Jeans,$78.00,,https://n.nordstrommedia.com/id/sr3/2ffd1cd6-df0f-48dc-9537-5cacae4e1d83.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(200),"[['So comfortable!', 'I originally bought a pair of Wit and Wisdom camo Bermuda shorts and I love them! Decided to try the jeans and they are great! So stretchy and comfy. The size is pretty close to accurate even though I could probably size down, I did not and they fit fine. The only flaw is the length...wish they came a little longer.', '80'], ['Best Petite Jeans Ever', ""This pair of jeans is the best fitting petite jeans I have ever purchased. They fit perfect and when I wore on July 4th, everyone thought I had lost weight. If there were other colors, I would purchase more. Wore with a 3 3/4 heel. Love 'em!"", '80'], ['too short', '5’8”. Too short, even for flats', '32'], ['Great jean for short and curvy', ""Love this style and they make my short and curvy figure look a little leaner (based on people telling me I look like I lost weight when I wear them). :). Gave these 4 stars because the lighter blue wash isn't my favorite. Prefer the darker denim option."", '64'], ['Lackluster at best', 'I was very excited for these because of the hide. Elastic waistband. That was the only good part about them. It’s comfortable, but the rise hits in a very strange place on the hip which makes them unflattering on my straight/no hips figure. The color/wash left something to be desired. I returned them.', '48']]",10 people are viewing,
Butter Jeggings,Butter Jeggings,$39.00,,https://n.nordstrommedia.com/id/sr3/cadb654d-61e1-4d44-a883-73272b0766f9.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.1 out of 5,(277),"[['Definitely jeggings', ""These are definitely jeggings. But they really are very soft and stretchy without feeling like athletic tights. They are on the thinner side, so they will show every panty line. I think they're fine under tunics and t-shirts, but if you're looking to wear them like the model, I'd opt for a more structured jean."", '80'], ['Not if you’re curvy.', 'Great if you’re not curvy. Excellent stretch, very comfortable. Almost too comfortable —so, I wonder about wash durability. Love the belt loops and back pockets with the button/zip of traditional jeans. Nonetheless has to return because this is a very weird low waste and does not sit well if you have big legs, thighs. So, you can not wear a belt because there will be back belt gap. Ughh.', '48'], ['good buy but not for me', 'Runs big. Not for me disappointed', '16'], ['Ultra Comfort', 'Excellent, color style and fit are great. VERY comfortable, super soft. I am going to buy more.', '80'], ['Soft jeggings', 'Butter Jeggings are indeed butter soft. Very comfortable to wear however the waistband totally stretched out throughout the day and I was constantly pulling them up. There is a working zipper and button in the front, front pockets are fake, but that does not bother me since the back pockets are real. Definitely size down. Cute jean jeggings at a good price point.', '48']]",46 people are viewing,"These soft jeggings with a low rise and clean, uncluttered styling are a pair you'll reach for again and again."
Cate Ankle Skinny Jeans,Cate Ankle Skinny Jeans,$195.00,,https://n.nordstrommedia.com/id/sr3/f10f790e-159c-4ab9-95e3-bf2a65bd6136.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(29),"[['comfy jeans', 'Love these jeans. They are so soft and comfortable like pajama bottoms. Very flattering also.', '80'], ['Awesome Fit', 'My favorite denim at the moment. I’m normally a 30 in denim. A 29 worked. Suggest going down one size.', '80'], ['too large', 'These fit more like jeggings than real jeans and looked cheap. Sadly I returned.', '32'], ['Great style', 'Great ankle jeans. Very stretchy so definitely size down. Love the length and style.', '64'], ['Cate is my new BFF', 'Perfect fit! The mid-rise is flattering, and the length gives anyone coveted Legs for Days. Will purchase this style in another wash ... best-ever quarantine self-care!', '80']]",11 people are viewing,Golden topstitching that pops against the flattering dark wash sets these skinnies apart from the rest of the jeans on the scene.
Good Waist Distressed High Waist Ankle Skinny Jeans,Good Waist Distressed High Waist Ankle Skinny Jeans,$175.00,,https://n.nordstrommedia.com/id/sr3/64b6f4ab-61bf-4094-8902-d908fe31f37d.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.3 out of 5,(53),"[['most comfortable/confident feeling', 'Yaaaaassss! I will say this I am a size 16 in just about every other pair of jeans that I wore an 18 in these the 16s fit me everywhere but we’re very tight in the waste! These jeans fit like a glove, the most comfortable and confident feeling I’ve had In a long time!', '80'], ['Small fit!', 'I love the look of these jeans. Maybe it’s quarantine, maybe it’s me. Love the color and stretch they provide. My usual go to is Madewell, and wanted to try something different. I am 5’9” and normally a size 12 or between 30-31-32 in Madewell. I tried the 12 in these and so small. Then 14 felt the same!! Just ordered the next two sizes and hopeful for a win!', '64'], ['the zipper of the jeans does not work', 'The closure of my pants falls off... I’m very disappointed for the high price I paid I really expected more quality...', '32'], ['Not for me', 'I was really excited to give this jeans a try. I thought they were a little overpriced but was willing to pay the money if the fit was right. I was very disappointed with the material and fit. The waist was really high. I am only 5’ 2” and so they were way too long. Sadly, I returned them.', '48'], ['Disappointed', 'Good American jeans that are made in Turkey. Poor quality for the price. Will be returning.', '16']]",11 people are viewing,"Designed to flatter every curve, these chewed-hem skinny jeans are crafted with a gap-proof contoured waistband and a hint of stretch for a flawless fit."
Straight Leg Raw Hem Jeans,Straight Leg Raw Hem Jeans,$45.00–$75.00,,https://n.nordstrommedia.com/id/sr3/606b7e44-f2b6-48d4-9e5e-bd9102d16b1c.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.1 out of 5,(38),"[['Runs small and runs short', 'I took a chance on these and first got the petite size 28 x 28 since I\'m 5\'2"" (and ~125-130 lbs). I agree with other reviews saying they\'re too cropped. I exchanged them for a 28 x 32 and that size worked out perfectly! Definitely not 32"" long, but more like 26"" which works out for me. In other brands I wear between a 25-28 in jeans (sorry, I know that\'s a wide range).', '80'], ['Size Up!', 'These are very cute but definitely size up. I usually wear a 26 and could not even get these over my hips. Size 28 fits perfect though!', '64'], ['Super Cropped', 'I don\'t get these jeans at all. They state the length is 32""L but they are super short. I ordered them hoping for full length jeans. Generally 27-29 inches is considered a crop jean, so what is up with that? They also run very small in the body and waist. The sizing is completely off on these! If you want cropped, then order away but size up or be prepared to order and return and order and return or just order three sizes and maybe one will work.', '32'], ['beautiful fitting', 'I Love the colour and the fitting of these jeans. Is not your most comfortable jeans ever but it will hug your body in all the right way making your curves look good.', '80'], ['fit', 'I’m a 25-26. Jeans didn’t even go up my hips. Run very small', '48']]",16 people are viewing,"Flatter your figure in these easy high-waist jeans designed with straight, cropped legs and lightly fringed hems."
Ellie Distressed Crop Skinny Jeans,Ellie Distressed Crop Skinny Jeans,$29.40,40%,https://n.nordstrommedia.com/id/sr3/306f5dfd-32f3-473f-8d79-d69c40bbaede.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],10 people are viewing,Fraying tears give these stretch-softened skinnies that lived-in look.
Sofia Ripped High Waist Dad Jeans,Sofia Ripped High Waist Dad Jeans,$90.00,,https://n.nordstrommedia.com/id/sr3/b8369663-1eb3-40bb-9b5f-62c327af7404.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],8 people are viewing,"Like the jeans your dad wears, but way cooler, this high-waisted pair is cut from nonstretch denim and distressed with edgy rips."
Slim Wide Leg Crop Jeans,Slim Wide Leg Crop Jeans,$49.98,60%,https://n.nordstrommedia.com/id/sr3/f822d8db-86a7-4970-8829-cb9d94c99aa6.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(22),"[['Not for petites', 'These are not made for petites! I’m 5’2” and they go about 2” above my belly button and then down to my ankle bone. Hemming could make the length better, but the rise would still be way too high. They are surprisingly stretchy. Nice thick fabric. Would be good for a taller person with a longer torso.', '32'], ['Awesome Jeans for Summer!', 'So Flattering!!! I\'m 5\'2"" and with wedges they look perfect!!!', '80'], ['break free from skinny jeans.', 'All I wear now. Perfect crop length, comfortable and trendy with a tee tucked in. True to size.', '80'], ['Comfy! Wear them all the time.', 'I bought these in my usual Madewell size. These are very comfy. Overall I’m very happy with them. I’m pear shaped, and the waist has a lot more gap than my usual high waist Madewells and that’s my only disappointment. I’m 5’6, but I have short legs (but not a petit size) so these hit much lower on my leg than the leggy model.', '64'], ['LOVE these jeans!', 'Amazing fit, so comfortable, while still being flattering! Wish these came in several more colors!', '80']]",26 people are viewing,"Madewell updated their best-selling workwear-inspired jeans with a slimmer, straighter leg (it's a fresh look)."
Good Legs High Rise Crop Skinny Jeans,Good Legs High Rise Crop Skinny Jeans,$99.00,31%,https://n.nordstrommedia.com/id/sr3/0a084ab7-c778-45a0-a4a6-a1e61614b3f0.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.2 out of 5,(20),"[['love these!', 'Ok. White jeans are definitely not an easy item to purchase. I’ve tried many. I’m curvy and these are PERFECT. Super stretchy so don’t size up. Don’t gape at the waist. And hide flaws. Only drawback is they aren’t really a “crop”. I’m 5’10” and they fit more like a standard length. This can be altered so not a big deal. I’d definitely recommend =-)', '80'], ['Really flattering!', 'These have the perfect amount of stretch! They are comfortable and flattering! Will definitely buy again', '80'], ['Good American Good Legs Crop - Sooooo Good', ""These are my favorite jeans. Awesome fit. I have them in 4 colors now. Just great stuff. Every time I wear them people ask me if I lost weight or if I'm working out more - Ha! The waist is a little big for me, but the fit everywhere else = perfection for my shape. They do this magic thing with the waistband so that you don't see the gap. It's great. I don't even have to get them altered."", '80'], ['Too sheer', 'Such a sad day :( These fit perfectly and based on reviews, I assumed that they would be the perfect white jeans- unfortunately, they are too sheer. When I can see not only the seams, but the pockets and a shirt tucked, they are too sheer. I’m sure they would be fine with a longer top, but as I don’t want to wear a longer top, back they go.', '48'], ['Not a good example of the brand', 'Being somewhat of a GA aficionado, I figured my struggle to find a true ""summer skinny"" was over. Unfortunately not. This specific #001 model pant is made from a textile that\'s not GA quality, this fabric is sheer & the sizing runs huge! I\'ll be returning these. For anyone reading: size down ( if you wear a 4 in other brands get a 0) They still won\'t feel like GA tho :(', '32']]",28 people are viewing,"Inspired by the belief that every body deserves to be shown off, these skinny jeans are designed to hug every curve and retain their shape from day to night."
